tributary,site_no,date,water_year,log_daily_q,mean_prior_weekly_q,mean_prior_monthly_q,delta_daily_q,delta_daily_q_cat,lag_daily_q,season
Lamoille River,04292500,2024-06-20,2024,-1.9780340940079935,-1.9727049124805667,-1.8540666836757174,0.14376559386778354,1,-2.121799687875777,Summer
Lamoille River,04292500,2024-06-21,2024,-1.8337902022043069,-1.9984843502602996,-1.8583623180169417,0.14424389180368657,1,-1.9780340940079935,Summer
Lamoille River,04292500,2024-06-22,2024,-1.8595589320736519,-1.9943001536743015,-1.8583937544738776,-0.025768729869344975,0,-1.8337902022043069,Summer
Lamoille River,04292500,2024-06-23,2024,-1.4900819916366492,-1.9865347733425025,-1.858998732240516,0.36947694043700263,1,-1.8595589320736519,Summer
Lamoille River,04292500,2024-06-24,2024,-0.9587289388126069,-1.9146266868313793,-1.844053474219893,0.5313530528240423,1,-1.4900819916366492,Summer
Lamoille River,04292500,2024-06-25,2024,-1.108269170426242,-1.7599160818221273,-1.8096085331339313,-0.14954023161363506,-1,-0.9587289388126069,Summer
Lamoille River,04292500,2024-06-26,2024,-1.437742547209974,-1.6214661452910324,-1.7788453327335574,-0.3294733767837321,-1,-1.108269170426242,Summer
Lamoille River,04292500,2024-06-27,2024,-1.417366787838256,-1.5237436966244893,-1.7583011421465087,0.020375759371717983,0,-1.437742547209974,Summer
Lamoille River,04292500,2024-06-28,2024,-1.4712421686211108,-1.4436483671716696,-1.7531377434803173,-0.0538753807828547,-1,-1.417366787838256,Summer
Lamoille River,04292500,2024-06-29,2024,-1.6186010822566927,-1.3918557909454987,-1.7502781897254456,-0.14735891363558196,-1,-1.4712421686211108,Summer
Lamoille River,04292500,2024-06-30,2024,-1.1443655157745185,-1.3574332409716474,-1.7463355528274602,0.47423556648217424,1,-1.6186010822566927,Summer
Lamoille River,04292500,2024-07-01,2024,-1.2856946685709878,-1.308045172991343,-1.7222770647245824,-0.1413291527964693,-1,-1.1443655157745185,Summer
Lamoille River,04292500,2024-07-02,2024,-1.5327602065403259,-1.354754562956826,-1.7000508873590952,-0.24706553796933806,-1,-1.2856946685709878,Summer
Lamoille River,04292500,2024-07-03,2024,-1.690368059901994,-1.4153961395445522,-1.6839008703301155,-0.15760785336166805,-1,-1.5327602065403259,Summer
Lamoille River,04292500,2024-07-04,2024,-1.78474080484469,-1.4514854985005552,-1.6710542251822715,-0.0943727449426961,-1,-1.690368059901994,Summer
Lamoille River,04292500,2024-07-05,2024,-1.7522550507632049,-1.5039675009300457,-1.6602403117588562,0.03248575408148513,0,-1.78474080484469,Summer
Lamoille River,04292500,2024-07-06,2024,-1.7331200403229439,-1.5441121983789163,-1.648043809019705,0.019135010440261002,0,-1.7522550507632049,Summer
Lamoille River,04292500,2024-07-07,2024,-1.6737263885827764,-1.5604720495312379,-1.6365947341839322,0.05939365174016742,1,-1.7331200403229439,Summer
Lamoille River,04292500,2024-07-08,2024,-1.7444995860664425,-1.636095031360989,-1.640650101745501,-0.07077319748366606,-1,-1.6737263885827764,Summer
Lamoille River,04292500,2024-07-09,2024,-1.8853559730174467,-1.7016385910031968,-1.649758682327012,-0.14085638695100422,-1,-1.7444995860664425,Summer
Lamoille River,04292500,2024-07-10,2024,-1.8189410811653879,-1.7520094147856426,-1.662573453451316,0.06641489185205884,1,-1.8853559730174467,Summer
Lamoille River,04292500,2024-07-11,2024,-0.8961197081537499,-1.7703769892518417,-1.6731010960438866,0.922821373011638,1,-1.8189410811653879,Summer
Lamoille River,04292500,2024-07-12,2024,-0.6483589168944822,-1.643431118295993,-1.6531590205780324,0.24776079125926764,1,-0.8961197081537499,Summer
Lamoille River,04292500,2024-07-13,2024,-1.1154329531760303,-1.4857316706004613,-1.6190885434350133,-0.4670740362815481,-1,-0.6483589168944822,Summer
Lamoille River,04292500,2024-07-14,2024,-1.4302221085238433,-1.3974906581509023,-1.5963503742225522,-0.31478915534781304,-1,-1.1154329531760303,Summer
Lamoille River,04292500,2024-07-15,2024,-1.5722687478239994,-1.3627043324281976,-1.5819217918964705,-0.14204663930015604,-1,-1.4302221085238433,Summer
Lamoille River,04292500,2024-07-16,2024,-1.426510167278126,-1.3380999269649914,-1.5705335303440624,0.14575858054587343,1,-1.5722687478239994,Summer
Lamoille River,04292500,2024-07-17,2024,-1.3381855417906312,-1.2725505261450885,-1.5516359160128494,0.08832462548749476,1,-1.426510167278126,Summer
Lamoille River,04292500,2024-07-18,2024,-1.3927443129299242,-1.203871163377266,-1.528185328276625,-0.05455877113929297,-1,-1.3381855417906312,Summer
Lamoille River,04292500,2024-07-19,2024,-1.5961809052294107,-1.2748175354881481,-1.505362847836159,-0.20343659229948652,-1,-1.3927443129299242,Summer
Lamoille River,04292500,2024-07-20,2024,-1.7331200403229439,-1.410220676678852,-1.4878422217479466,-0.13693913509353317,-1,-1.5961809052294107,Summer
Lamoille River,04292500,2024-07-21,2024,-1.78474080484469,-1.4984616891284113,-1.479678419958445,-0.05162076452174613,-1,-1.7331200403229439,Summer
Lamoille River,04292500,2024-07-22,2024,-1.827231153319769,-1.5491072171742464,-1.4780434400464577,-0.04249034847507893,0,-1.78474080484469,Summer
Lamoille River,04292500,2024-07-23,2024,-1.826302180811757,-1.5855304179593563,-1.4769658474213283,9.289725080119382e-4,0,-1.827231153319769,Summer
Lamoille River,04292500,2024-07-24,2024,-1.630260694801686,-1.6426435627498752,-1.4881731870604986,0.196041486010071,1,-1.826302180811757,Summer
Lamoille River,04292500,2024-07-25,2024,-1.690368059901994,-1.6843685846085972,-1.5105575789268013,-0.0601073651003079,-1,-1.630260694801686,Summer
Lamoille River,04292500,2024-07-26,2024,-1.7483600068796805,-1.7268862627474644,-1.5299608752426597,-0.057991946977686615,-1,-1.690368059901994,Summer
Lamoille River,04292500,2024-07-27,2024,-1.8347353483486197,-1.7486261344117886,-1.5403147905649832,-0.08637534146893922,-1,-1.7483600068796805,Summer
Lamoille River,04292500,2024-07-28,2024,-1.9330669484914704,-1.7631426069868852,-1.5542270759153287,-0.0983316001428507,-1,-1.8347353483486197,Summer
Lamoille River,04292500,2024-07-29,2024,-1.9934385972145117,-1.7843320560792824,-1.5696212352443406,-0.06037164872304124,-1,-1.9330669484914704,Summer
Lamoille River,04292500,2024-07-30,2024,-1.9702087564960369,-1.8080759766356742,-1.5821158190762679,0.02322984071847478,0,-1.9934385972145117,Summer
Lamoille River,04292500,2024-07-31,2024,-1.8221462210405992,-1.8286340588762855,-1.6096439271003185,0.14806253545543768,1,-1.9702087564960369,Summer
Laplatte River,04282795,2024-05-01,2024,-1.9375678654263562,-1.9882575770008462,-1.715446462914941,-0.025949097207122573,0,-1.9116187682192336,Spring
Laplatte River,04282795,2024-05-02,2024,-1.9583424315519293,-1.9763902476003907,-1.7186583435465157,-0.020774566125573157,0,-1.9375678654263562,Spring
Laplatte River,04282795,2024-05-03,2024,-2.0107057004815645,-1.9692207690753392,-1.720811389623056,-0.052363268929635165,-1,-1.9583424315519293,Spring
Laplatte River,04282795,2024-05-04,2024,-2.075294652512482,-1.9608916507714667,-1.7236733451740083,-0.0645889520309173,-1,-2.0107057004815645,Spring
Laplatte River,04282795,2024-05-05,2024,-2.0591387745823773,-1.956196365048847,-1.7361843546688893,0.016155877930104534,0,-2.075294652512482,Spring
Laplatte River,04282795,2024-05-06,2024,-1.8324375221716087,-1.9584215605040163,-1.753532088313331,0.22670125241076855,1,-2.0591387745823773,Spring
Laplatte River,04282795,2024-05-07,2024,-1.9329818198347593,-1.969300816420793,-1.772858208200558,-0.10054429766315054,-1,-1.8324375221716087,Spring
Laplatte River,04282795,2024-05-08,2024,-2.0354009276275913,-1.9723526809372967,-1.793198034107549,-0.10241910779283203,-1,-1.9329818198347593,Spring
Laplatte River,04282795,2024-05-09,2024,-1.967136096069065,-1.9863288326803303,-1.8108185633084923,0.06826483155852636,1,-2.0354009276275913,Spring
Laplatte River,04282795,2024-05-10,2024,-2.057920556443059,-1.9875850704684925,-1.824083230264227,-0.09078446037399401,-1,-1.967136096069065,Spring
Laplatte River,04282795,2024-05-11,2024,-2.1122782187656517,-1.9943300498915633,-1.8386426169827101,-0.05435766232259276,-1,-2.057920556443059,Spring
Laplatte River,04282795,2024-05-12,2024,-2.1511962847960215,-1.9996134164991588,-1.8549246563319317,-0.03891806603036985,0,-2.1122782187656517,Spring
Laplatte River,04282795,2024-05-13,2024,-2.1906330240654945,-2.0127644893868224,-1.8842267898601108,-0.039436739269473,0,-2.1511962847960215,Spring
Laplatte River,04282795,2024-05-14,2024,-1.9593107585571086,-2.063935275371663,-1.921106240823447,0.23132226550838597,1,-2.1906330240654945,Spring
Laplatte River,04282795,2024-05-15,2024,-1.712961681264811,-2.0676965523319986,-1.9377042774453548,0.2463490772922976,1,-1.9593107585571086,Spring
Laplatte River,04282795,2024-05-16,2024,-1.9168618236316055,-2.0216338028516017,-1.9422308329185718,-0.20390014236679455,-1,-1.712961681264811,Spring
Laplatte River,04282795,2024-05-17,2024,-2.0354009276275913,-2.0144517639319646,-1.9511064292320641,-0.11853910399598577,-1,-1.9168618236316055,Spring
Laplatte River,04282795,2024-05-18,2024,-2.1136591244820373,-2.0112346741011833,-1.9604103691278447,-0.07825819685444602,-1,-2.0354009276275913,Spring
Laplatte River,04282795,2024-05-19,2024,-2.192287481235507,-2.0114319463463812,-1.972098469496808,-0.07862835675346957,-1,-2.1136591244820373,Spring
Laplatte River,04282795,2024-05-20,2024,-2.2507532902153646,-2.0173021172663077,-1.9902024629216981,-0.05846580897985776,-1,-2.192287481235507,Spring
Laplatte River,04282795,2024-05-21,2024,-2.3161225463936597,-2.0258907267162893,-2.0062114833255937,-0.06536925617829503,-1,-2.2507532902153646,Spring
Laplatte River,04282795,2024-05-22,2024,-2.2988349114994984,-2.076863839264368,-2.021464224047522,0.017287634894161297,0,-2.3161225463936597,Spring
Laplatte River,04282795,2024-05-23,2024,-2.372542669426457,-2.1605600150121806,-2.034078964679947,-0.07370775792695872,-1,-2.2988349114994984,Spring
Laplatte River,04282795,2024-05-24,2024,-2.4613696598998724,-2.225657278697159,-2.0469190709222507,-0.08882699047341536,-1,-2.372542669426457,Spring
Laplatte River,04282795,2024-05-25,2024,-2.524228941880504,-2.2865099547360566,-2.0616100872112617,-0.06285928198063173,-1,-2.4613696598998724,Spring
Laplatte River,04282795,2024-05-26,2024,-2.565265793768595,-2.3451627857929807,-2.078800092566369,-0.04103685188809081,0,-2.524228941880504,Spring
Laplatte River,04282795,2024-05-27,2024,-2.513678759547196,-2.398445401869136,-2.0953419680716996,0.0515870342213991,1,-2.565265793768595,Spring
Laplatte River,04282795,2024-05-28,2024,-1.9459467969991269,-2.4360061832022546,-2.108859204970912,0.567731962548069,1,-2.513678759547196,Spring
Laplatte River,04282795,2024-05-29,2024,-2.160339664235891,-2.38312393328875,-2.105605351324343,-0.21439286723676432,-1,-1.9459467969991269,Spring
Laplatte River,04282795,2024-05-30,2024,-2.348137682824823,-2.3633388979653773,-2.119073915773734,-0.18779801858893164,-1,-2.160339664235891,Spring
Laplatte River,04282795,2024-05-31,2024,-2.4613696598998724,-2.359852471308001,-2.133624546260587,-0.11323197707504962,-1,-2.348137682824823,Summer
Laplatte River,04282795,2024-06-01,2024,-2.542402910809091,-2.359852471308001,-2.151084606076371,-0.08103325090921842,-1,-2.4613696598998724,Summer
Laplatte River,04282795,2024-06-02,2024,-2.612765691809527,-2.3624487525835134,-2.1705532887182764,-0.07036278100043614,-1,-2.542402910809091,Summer
Laplatte River,04282795,2024-06-03,2024,-2.662665152723526,-2.3692344523036466,-2.190621955095875,-0.04989946091399888,-1,-2.612765691809527,Summer
Laplatte River,04282795,2024-06-04,2024,-2.7026402509429803,-2.390518222757408,-2.2102009717695763,-0.03997509821945444,0,-2.662665152723526,Summer
Laplatte River,04282795,2024-06-05,2024,-2.7419443341604266,-2.49861728760653,-2.2316510209815967,-0.03930408321744627,0,-2.7026402509429803,Summer
Laplatte River,04282795,2024-06-06,2024,-2.5893994734853143,-2.581703669024321,-2.2619679147145573,0.1525448606751123,1,-2.7419443341604266,Summer
Laplatte River,04282795,2024-06-07,2024,-1.741357052824276,-2.616169639118677,-2.2838485031695757,0.8480424206610382,1,-2.5893994734853143,Summer
Laplatte River,04282795,2024-06-08,2024,-2.0652816560894283,-2.5133106952507345,-2.2740470406761317,-0.32392460326515216,-1,-1.741357052824276,Summer
Laplatte River,04282795,2024-06-09,2024,-2.1305818295981016,-2.4451505160050684,-2.277318559343477,-0.06530017350867334,-1,-2.0652816560894283,Summer
Laplatte River,04282795,2024-06-10,2024,-1.9348104308811673,-2.3762671071177217,-2.279740601781979,0.19577139871693428,1,-2.1305818295981016,Summer
Laplatte River,04282795,2024-06-11,2024,-2.132022276961409,-2.272287861140242,-2.273825008852496,-0.19721184608024167,-1,-1.9348104308811673,Summer
Laplatte River,04282795,2024-06-12,2024,-2.28630631725756,-2.190771007714303,-2.273185875258009,-0.15428404029615095,-1,-2.132022276961409,Summer
Laplatte River,04282795,2024-06-13,2024,-2.409191648234801,-2.1256798624424653,-2.2763749850310777,-0.12288533097724086,-1,-2.28630631725756,Summer
Laplatte River,04282795,2024-06-14,2024,-2.4492207703202773,-2.0999358874066774,-2.2913710146870008,-0.04002912208547649,0,-2.409191648234801,Summer
Laplatte River,04282795,2024-06-15,2024,-2.524228941880504,-2.201059275620392,-2.315912984322183,-0.07500817156022688,-1,-2.4492207703202773,Summer
Laplatte River,04282795,2024-06-16,2024,-2.6162716198856155,-2.2666231735905455,-2.3361585549304795,-0.09204267800511134,-1,-2.524228941880504,Summer
Laplatte River,04282795,2024-06-17,2024,-2.6592512537593347,-2.336007429345905,-2.3555209113390805,-0.04297963387371917,0,-2.6162716198856155,Summer
Laplatte River,04282795,2024-06-18,2024,-2.6842463259295974,-2.4394989754713574,-2.3737073156483235,-0.024995072170262755,0,-2.6592512537593347,Summer
Laplatte River,04282795,2024-06-19,2024,-2.703715237833182,-2.5183881253239555,-2.390105943804793,-0.019468911903584463,0,-2.6842463259295974,Summer
Laplatte River,04282795,2024-06-20,2024,-2.4064687898993276,-2.578017971120473,-2.4052046753920537,0.29724644793385435,1,-2.703715237833182,Summer
Laplatte River,04282795,2024-06-21,2024,-1.8266851932825174,-2.577628991358263,-2.4082162168422427,0.5797835966168101,1,-2.4064687898993276,Summer
Laplatte River,04282795,2024-06-22,2024,-2.2196536654518733,-2.4886953374957255,-2.3924778929016766,-0.3929684721693558,-1,-1.8266851932825174,Summer
Laplatte River,04282795,2024-06-23,2024,-1.2126487638832149,-2.4451845837202066,-2.3873815927691906,1.0070049015686584,1,-2.2196536654518733,Summer
Laplatte River,04282795,2024-06-24,2024,-0.9239525032929591,-2.244667032862721,-2.3457575629019685,0.28869626059025577,1,-1.2126487638832149,Summer
Laplatte River,04282795,2024-06-25,2024,-1.5067850515992955,-1.9967672113675246,-2.2924150149490505,-0.5828325483063365,-1,-0.9239525032929591,Summer
Laplatte River,04282795,2024-06-26,2024,-1.758108778918396,-1.828558457891767,-2.257132323543407,-0.25132372731910047,-1,-1.5067850515992955,Summer
Laplatte River,04282795,2024-06-27,2024,-1.9329818198347593,-1.6934718209039406,-2.2319466575224474,-0.17487304091636324,-1,-1.758108778918396,Summer
Laplatte River,04282795,2024-06-28,2024,-2.098705411576378,-1.6258308251804308,-2.2315144916169682,-0.16572359174161888,-1,-1.9329818198347593,Summer
Laplatte River,04282795,2024-06-29,2024,-2.1857071359241855,-1.664690856365268,-2.229460016528318,-0.0870017243478074,-1,-2.098705411576378,Summer
Laplatte River,04282795,2024-06-30,2024,-1.857005713662346,-1.659841352147027,-2.2240456649649634,0.3287014222618396,1,-2.1857071359241855,Summer
Laplatte River,04282795,2024-07-01,2024,-2.044740953881735,-1.7518923449726171,-2.203900200090379,-0.18773524021938903,-1,-1.857005713662346,Summer
Laplatte River,04282795,2024-07-02,2024,-2.2143894254595162,-1.9120049807710136,-2.1873114681928003,-0.1696484715777813,-1,-2.044740953881735,Summer
Laplatte River,04282795,2024-07-03,2024,-2.3434170441522384,-2.013091319893902,-2.1740322593144668,-0.12902761869272217,-1,-2.2143894254595162,Summer
Laplatte River,04282795,2024-07-04,2024,-2.4432714378070766,-2.0967067863558797,-2.163390655695424,-0.09985439365483817,-1,-2.3434170441522384,Summer
Laplatte River,04282795,2024-07-05,2024,-2.5033788029073842,-2.169605303209068,-2.154745028590894,-0.060107365100307675,-1,-2.4432714378070766,Summer
Laplatte River,04282795,2024-07-06,2024,-2.0778343935627546,-2.227415787684926,-2.1467928442157924,0.42554440934462967,1,-2.5033788029073842,Summer
Laplatte River,04282795,2024-07-07,2024,-2.1378323232380403,-2.2120053959190074,-2.1297406748850403,-0.05999792967528572,-1,-2.0778343935627546,Summer
Laplatte River,04282795,2024-07-08,2024,-2.3601687702463585,-2.2521234830012493,-2.142956517232166,-0.22233644700831823,-1,-2.1378323232380403,Summer
Laplatte River,04282795,2024-07-09,2024,-2.4738682053988454,-2.297184599624767,-2.1527860877040634,-0.11369943515248693,-1,-2.3601687702463585,Summer
Laplatte River,04282795,2024-07-10,2024,-1.1109016899368485,-2.334252996758957,-2.1642289668974217,1.362966515461997,1,-2.4738682053988454,Summer
Laplatte River,04282795,2024-07-11,2024,-0.11643417853680962,-2.1581793747281868,-2.136765342199278,0.9944675114000389,1,-1.1109016899368485,Summer
Laplatte River,04282795,2024-07-12,2024,-0.6863094864933708,-1.8257740519752916,-2.0695790722517913,-0.5698753079565612,-1,-0.11643417853680962,Summer
Laplatte River,04282795,2024-07-13,2024,-1.123450397078066,-1.5661927210590039,-2.0162458445596516,-0.4371409105846953,-1,-0.6863094864933708,Summer
Laplatte River,04282795,2024-07-14,2024,-1.2988349114994981,-1.4298521501326198,-1.973387802854427,-0.1753845144214321,-1,-1.123450397078066,Summer
Laplatte River,04282795,2024-07-15,2024,-1.617593674123911,-1.3099953770271138,-1.935041607560401,-0.31875876262441283,-1,-1.2988349114994981,Summer
Laplatte River,04282795,2024-07-16,2024,-1.348137682824823,-1.2039132204381928,-1.9048204319685145,0.2694559912990879,1,-1.617593674123911,Summer
Laplatte River,04282795,2024-07-17,2024,-1.200655649223958,-1.0430945743561897,-1.8625493007331548,0.1474820336008651,1,-1.348137682824823,Summer
Laplatte River,04282795,2024-07-18,2024,-1.0842494951654085,-1.0559165685400624,-1.8139294472486422,0.11640615405854948,1,-1.200655649223958,Summer
Laplatte River,04282795,2024-07-19,2024,-1.5977515478500801,-1.194175899487005,-1.7605962195565026,-0.5135020526846716,-1,-1.0842494951654085,Summer
Laplatte River,04282795,2024-07-20,2024,-1.7851626547874293,-1.3243819082522492,-1.7237307632237324,-0.1874111069373492,-1,-1.5977515478500801,Summer
Laplatte River,04282795,2024-07-21,2024,-1.9275417343164027,-1.4189122307821582,-1.7030205587200025,-0.14237907952897344,-1,-1.7851626547874293,Summer
Laplatte River,04282795,2024-07-22,2024,-2.040045832673355,-1.5087274911845732,-1.706382443421132,-0.11250409835695208,-1,-1.9275417343164027,Summer
Laplatte River,04282795,2024-07-23,2024,-1.9302532591406891,-1.5690777995487795,-1.7003955156618482,0.1097925735326657,1,-2.040045832673355,Summer
Laplatte River,04282795,2024-07-24,2024,-2.0640461090771214,-1.6522371675939032,-1.724315665503764,-0.13379284993643226,-1,-1.9302532591406891,Summer
Laplatte River,04282795,2024-07-25,2024,-1.8718082140708832,-1.7755786618586409,-1.7623187856965694,0.19223789500623822,1,-2.0640461090771214,Summer
Laplatte River,04282795,2024-07-26,2024,-2.0423870484882576,-1.8880870502737086,-1.7744862244456223,-0.17057883441737443,-1,-1.8718082140708832,Summer
Laplatte River,04282795,2024-07-27,2024,-2.1572704325082146,-1.951606407507734,-1.7839621667646177,-0.11488338401995701,-1,-2.0423870484882576,Summer
Laplatte River,04282795,2024-07-28,2024,-2.25840625444389,-2.004764661467846,-1.791438453853733,-0.10113582193567527,-1,-2.1572704325082146,Summer
Laplatte River,04282795,2024-07-29,2024,-2.345770949545716,-2.0520310214860586,-1.7967618152826499,-0.08736469510182632,-1,-2.25840625444389,Summer
Laplatte River,04282795,2024-07-30,2024,-2.3984011681512944,-2.09570603818211,-1.8020972757367009,-0.05263021860557826,-1,-2.345770949545716,Summer
Laplatte River,04282795,2024-07-31,2024,-2.4202570743849607,-2.162584310897911,-1.8201437908863325,-0.02185590623366629,0,-2.3984011681512944,Summer
Lewis Creek,04282780,2024-05-01,2024,-1.840271042416929,-1.8468508699355741,-1.6142879770762464,0,0,-1.840271042416929,Spring
Lewis Creek,04282780,2024-05-02,2024,-1.8589766504600735,-1.848055608155126,-1.6208955005519108,-0.018705608043144473,0,-1.840271042416929,Spring
Lewis Creek,04282780,2024-05-03,2024,-1.901437492291796,-1.851932576095127,-1.6266112818357843,-0.042460841831722496,0,-1.8589766504600735,Spring
Lewis Creek,04282780,2024-05-04,2024,-1.9409226925665743,-1.8557350305102451,-1.6328147880518897,-0.03948520027477831,0,-1.901437492291796,Spring
Lewis Creek,04282780,2024-05-05,2024,-1.9578916171891578,-1.8605297320848353,-1.6437341188950656,-0.01696892462258348,0,-1.9409226925665743,Spring
Lewis Creek,04282780,2024-05-06,2024,-1.8734394056695838,-1.8722651973148365,-1.6567359112370004,0.08445221151957405,1,-1.9578916171891578,Spring
Lewis Creek,04282780,2024-05-07,2024,-1.8980197552903002,-1.887601420430149,-1.670168114318296,-0.024580349620716424,0,-1.8734394056695838,Spring
Lewis Creek,04282780,2024-05-08,2024,-1.954001557433594,-1.8958512365549165,-1.6842367991210148,-0.055981802143293846,-1,-1.8980197552903002,Spring
Lewis Creek,04282780,2024-05-09,2024,-1.9118551067140326,-1.9120984529858684,-1.6992862430445277,0.04214645071956147,1,-1.954001557433594,Spring
Lewis Creek,04282780,2024-05-10,2024,-1.9595695116725365,-1.9196525181650055,-1.7144168763658132,-0.047714404958503875,-1,-1.9118551067140326,Spring
Lewis Creek,04282780,2024-05-11,2024,-1.988533207607853,-1.9279570923622542,-1.736324908398207,-0.028963695935316558,0,-1.9595695116725365,Spring
Lewis Creek,04282780,2024-05-12,2024,-2.0025341020490415,-1.9347585945110082,-1.7569325246989689,-0.01400089444118846,0,-1.988533207607853,Spring
Lewis Creek,04282780,2024-05-13,2024,-2.026703134810829,-1.9411360923481344,-1.7805173885161045,-0.024169032761787612,0,-2.0025341020490415,Spring
Lewis Creek,04282780,2024-05-14,2024,-1.8785243379487533,-1.9630309107968837,-1.8070117972412005,0.1481787968620758,1,-2.026703134810829,Spring
Lewis Creek,04282780,2024-05-15,2024,-1.7282972829729968,-1.960245851176663,-1.8232124358044988,0.1502270549757565,1,-1.8785243379487533,Spring
Lewis Creek,04282780,2024-05-16,2024,-1.840271042416929,-1.9280023833965776,-1.8322832032062926,-0.11197375944393229,-1,-1.7282972829729968,Spring
Lewis Creek,04282780,2024-05-17,2024,-1.9004582484002457,-1.9177760884969912,-1.8430103232592019,-0.060187205983316616,-1,-1.840271042416929,Spring
Lewis Creek,04282780,2024-05-18,2024,-1.9474128927827343,-1.9093316223152355,-1.8529956666119753,-0.04695464438248864,-1,-1.9004582484002457,Spring
Lewis Creek,04282780,2024-05-19,2024,-2.004394038433165,-1.903457291625933,-1.863704271603691,-0.056981145650430776,-1,-1.9474128927827343,Spring
Lewis Creek,04282780,2024-05-20,2024,-2.0614107396604315,-1.9037229968236649,-1.8770721213393067,-0.05701670122726643,-1,-2.004394038433165,Spring
Lewis Creek,04282780,2024-05-21,2024,-2.1006831871726463,-1.9086812260878936,-1.8899296478024352,-0.039272447512214814,0,-2.0614107396604315,Spring
Lewis Creek,04282780,2024-05-22,2024,-2.0406602412546246,-1.94041820454845,-1.9024517682677982,0.06002294591802171,1,-2.1006831871726463,Spring
Lewis Creek,04282780,2024-05-23,2024,-2.1092988697287547,-1.985041484302968,-1.9117233968594822,-0.06863862847413005,-1,-2.0406602412546246,Spring
Lewis Creek,04282780,2024-05-24,2024,-2.163129475576583,-2.0234740310618005,-1.9217840748830868,-0.053830605847828394,-1,-2.1092988697287547,Spring
Lewis Creek,04282780,2024-05-25,2024,-2.202467487955777,-2.0609984920869913,-1.9328271282396372,-0.03933801237919399,0,-2.163129475576583,Spring
Lewis Creek,04282780,2024-05-26,2024,-2.2225308468038043,-2.0974348628259976,-1.9451814486754944,-0.020063358848027235,0,-2.202467487955777,Spring
Lewis Creek,04282780,2024-05-27,2024,-2.1880057361749774,-2.128597264021803,-1.9567717998560887,0.034525110628826905,0,-2.2225308468038043,Spring
Lewis Creek,04282780,2024-05-28,2024,-1.799653191508665,-2.146682263523881,-1.9661266650104399,0.3883525446663123,1,-2.1880057361749774,Spring
Lewis Creek,04282780,2024-05-29,2024,-1.9517942109694264,-2.1036779784290265,-1.9635903260414238,-0.1521410194607613,-1,-1.799653191508665,Spring
Lewis Creek,04282780,2024-05-30,2024,-2.069274722921022,-2.090982831245427,-1.9697806049449915,-0.11748051195159581,-1,-1.9517942109694264,Spring
Lewis Creek,04282780,2024-05-31,2024,-2.137063985137656,-2.0852650959871792,-1.9774140609617947,-0.06778926221663362,-1,-2.069274722921022,Summer
Lewis Creek,04282780,2024-06-01,2024,-2.1870585286415856,-2.081541454495904,-1.9873071590524856,-0.049994543503929734,-1,-2.137063985137656,Summer
Lewis Creek,04282780,2024-06-02,2024,-2.228735159205089,-2.079340174593877,-1.998243221658536,-0.04167663056350346,0,-2.1870585286415856,Summer
Lewis Creek,04282780,2024-06-03,2024,-2.2736833692511857,-2.0802265049369173,-2.009153143888979,-0.044948210046096726,0,-2.228735159205089,Summer
Lewis Creek,04282780,2024-06-04,2024,-2.321241313307508,-2.092466166804947,-2.020245166445133,-0.0475579440563223,-1,-2.2736833692511857,Summer
Lewis Creek,04282780,2024-06-05,2024,-2.350560660389246,-2.166978755633353,-2.032356822982411,-0.029319347081738112,0,-2.321241313307508,Summer
Lewis Creek,04282780,2024-06-06,2024,-2.2806694901118516,-2.223945391264756,-2.0482608648064,0.06989117027739455,1,-2.350560660389246,Summer
Lewis Creek,04282780,2024-06-07,2024,-1.8035482353921892,-2.254144643720589,-2.0610158559671183,0.4771212547196624,1,-2.2806694901118516,Summer
Lewis Creek,04282780,2024-06-08,2024,-1.863444740095845,-2.2064995366140936,-2.0560007452324047,-0.059896504703655706,-1,-1.8035482353921892,Summer
Lewis Creek,04282780,2024-06-09,2024,-1.9148780503476044,-2.1602689953932734,-2.054387066345132,-0.051433310251759456,-1,-1.863444740095845,Summer
Lewis Creek,04282780,2024-06-10,2024,-1.9004582484002457,-2.11543226555649,-2.0528973509676343,0.014419801947358701,0,-1.9148780503476044,Summer
Lewis Creek,04282780,2024-06-11,2024,-1.9436151654303955,-2.062114391149213,-2.049961518994047,-0.04315691703014979,0,-1.9004582484002457,Summer
Lewis Creek,04282780,2024-06-12,2024,-2.0426912401949595,-2.0081677985953394,-2.047997554440092,-0.09907607476456404,-1,-1.9436151654303955,Summer
Lewis Creek,04282780,2024-06-13,2024,-2.1164774543558784,-1.9641864528532986,-2.04853049128623,-0.0737862141609189,-1,-2.0426912401949595,Summer
Lewis Creek,04282780,2024-06-14,2024,-2.1649240834273344,-1.9407304477453025,-2.056462261833134,-0.04844662907145603,-1,-2.1164774543558784,Summer
Lewis Creek,04282780,2024-06-15,2024,-2.2276949324038116,-1.9923555688931804,-2.0710164885149456,-0.06277084897647711,-1,-2.1649240834273344,Summer
Lewis Creek,04282780,2024-06-16,2024,-2.2783282742969493,-2.0443913106514615,-2.0839306181811748,-0.05063334189313773,-1,-2.2276949324038116,Summer
Lewis Creek,04282780,2024-06-17,2024,-2.306045787219667,-2.0963127712156533,-2.096526285711065,-0.027717512922717624,0,-2.2783282742969493,Summer
